word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
fact,,intermediate,"[""Everyday Conversation""]",A thing that is known or proved to be true,"[""It's a fact that the earth orbits the sun.""]",,"[""scientific fact, historical fact""]"
factor,,intermediate,"[""Everyday Conversation""]","A circumstance, fact, or influence that contributes to a result or outcome","[""Poor diet is a factor in many diseases.""]",,"[""key factor, contributing factor""]"
factory,,intermediate,"[""Everyday Conversation""]",A building or group of buildings where goods are manufactured or assembled chiefly by machine,"[""He works in a car factory.""]",,"[""manufacturing factory, factory worker""]"
fail,,intermediate,"[""Everyday Conversation""]",Be unsuccessful in achieving one's goal,"[""He failed to meet the deadline.""]",,"[""fail miserably, fail to""]"
failure,,intermediate,"[""Everyday Conversation""]",Lack of success,"[""The project ended in failure.""]",,"[""complete failure, result in failure""]"
faint,,intermediate,"[""Everyday Conversation""]",Barely perceptible,"[""She felt faint after standing up too quickly.""]",,"[""faint smell, feel faint""]"
fair,,intermediate,"[""Everyday Conversation""]",In accordance with the rules or standards; legitimate,"[""He received a fair trial.""]",,"[""fair treatment, fair price""]"
fairly,,intermediate,"[""Everyday Conversation""]",With justice,"[""The judge ruled fairly.""]",,"[""fairly easy, fairly new""]"
faith,,intermediate,"[""Everyday Conversation""]",Complete trust or confidence in someone or something,"[""She has faith in her friends.""]",,"[""have faith, blind faith""]"
faithful,,intermediate,"[""Everyday Conversation""]","Loyal, constant, and steadfast","[""She has always been faithful to her friends.""]",,"[""faithful friend, faithful companion""]"
faithfully,,intermediate,"[""Everyday Conversation""]",In a loyal manner,"[""He served the company faithfully for 40 years.""]",,"[""serve faithfully, report faithfully""]"
fall,,intermediate,"[""Everyday Conversation""]","Move downward, typically rapidly and freely without control, from a higher to a lower level","[""Leaves fall from the trees in autumn.""]",,"[""fall down, fall off""]"
false,,intermediate,"[""Everyday Conversation""]",Not according with truth or fact; incorrect,"[""He gave a false name.""]",,"[""false statement, false identity""]"
fame,,intermediate,"[""Everyday Conversation""]","The state of being known or talked about by many people, especially on account of notable achievements","[""She gained fame as a singer.""]",,"[""rise to fame, achieve fame""]"
familiar,,intermediate,"[""Everyday Conversation""]",Well known from long or close association,"[""She looked familiar to me.""]",,"[""familiar face, seem familiar""]"
family,,intermediate,"[""Everyday Conversation""]",A group consisting of parents and children living together in a household,"[""They are a close-knit family.""]",,"[""nuclear family, extended family""]"
famous,,intermediate,"[""Everyday Conversation""]",Known about by many people,"[""He is a famous actor.""]",,"[""world-famous, famous for""]"
fan,,intermediate,"[""Everyday Conversation""]",An apparatus with rotating blades that creates a current of air for cooling or ventilation,"[""Turn on the fan to cool the room.""]",,"[""turn on the fan, electric fan""]"
fancy,,intermediate,"[""Everyday Conversation""]",Feel a desire or liking for,"[""I fancy a cup of coffee.""]",,"[""fancy dress, fancy restaurant""]"
far,,intermediate,"[""Everyday Conversation""]","At, to, or by a great distance (used to indicate the extent to which one thing is distant from another)","[""He lives far from the city.""]",,"[""far away, far from""]"
farm,,intermediate,"[""Everyday Conversation""]","An area of land and its buildings, used for growing crops and rearing animals","[""They own a large farm.""]",,"[""own a farm, farm animals""]"
farmer,,intermediate,"[""Everyday Conversation""]",A person who owns or manages a farm,"[""The farmer works hard every day.""]",,"[""dairy farmer, hardworking farmer""]"
farming,,intermediate,"[""Everyday Conversation""]",The activity or business of growing crops and raising livestock,"[""Farming is their primary source of income.""]",,"[""organic farming, sustainable farming""]"
farther,,intermediate,"[""Everyday Conversation""]","At, to, or by a greater distance","[""He moved farther away from the noise.""]",,"[""move farther, farther away""]"
farthest,,intermediate,"[""Everyday Conversation""]",At or to the greatest distance,"[""This is the farthest point of our journey.""]",,"[""farthest point, farthest distance""]"
fashion,,intermediate,"[""Everyday Conversation""]","A popular or the latest style of clothing, hair, decoration, or behavior","[""She has a good sense of fashion.""]",,"[""high fashion, fashion industry""]"
fashionable,,intermediate,"[""Everyday Conversation""]",Characterized by or following the latest trends or fashions,"[""She always wears fashionable clothes.""]",,"[""fashionable clothes, fashionable people""]"
fast,,intermediate,"[""Everyday Conversation""]",Moving or capable of moving at high speed,"[""The car is very fast.""]",,"[""run fast, fast car""]"
fasten,,intermediate,"[""Everyday Conversation""]",Close or join securely,"[""He fastened his seatbelt.""]",,"[""fasten the seatbelt, fasten securely""]"
fat,,intermediate,"[""Everyday Conversation""]","A natural oily substance occurring in animal bodies, especially when deposited as a layer under the skin or around certain organs","[""He needs to reduce his body fat.""]",,"[""body fat, fat content""]"
father,,intermediate,"[""Everyday Conversation""]",A man in relation to his child or children,"[""His father is a doctor.""]",,"[""father figure, father of""]"
fault,,intermediate,"[""Everyday Conversation""]","An unattractive or unsatisfactory feature, especially in a piece of work or in a person's character","[""The fault was quickly corrected.""]",,"[""find fault, at fault""]"
favor,,intermediate,"[""Everyday Conversation""]",Feel or show approval or preference for,"[""Can you do me a favor?""]",,"[""do a favor, in favor of""]"
favorite,,intermediate,"[""Everyday Conversation""]",Preferred before all others of the same kind,"[""Blue is my favorite color.""]",,"[""all-time favorite, personal favorite""]"
fear,,intermediate,"[""Everyday Conversation""]","An unpleasant emotion caused by the threat of danger, pain, or harm","[""She has a fear of heights.""]",,"[""fear of, in fear""]"
feather,,intermediate,"[""Everyday Conversation""]",Any of the flat appendages growing from a bird's skin and forming its plumage,"[""The bird's feather was beautiful.""]",,"[""bird's feather, soft feather""]"
feature,,intermediate,"[""Everyday Conversation""]",A distinctive attribute or aspect of something,"[""The main feature of the room is the fireplace.""]",,"[""key feature, main feature""]"
february,,intermediate,"[""Everyday Conversation""]",The second month of the year,"[""February is often cold.""]",,"[""February weather, February 14th""]"
federal,,intermediate,"[""Everyday Conversation""]",Relating to the central government of a country,"[""The federal government passed a new law.""]",,"[""federal law, federal government""]"
fee,,intermediate,"[""Everyday Conversation""]",A payment made to a professional person or to a professional or public body in exchange for advice or services,"[""The lawyer's fee was reasonable.""]",,"[""legal fee, entrance fee""]"
feed,,intermediate,"[""Everyday Conversation""]",Give food to,"[""He feeds the dog every morning.""]",,"[""feed the dog, feed on""]"
feel,,intermediate,"[""Everyday Conversation""]",Be aware of (a person or object) through touching or being touched,"[""I can feel the warmth of the sun.""]",,"[""feel the heat, feel good""]"
feeling,,intermediate,"[""Everyday Conversation""]",An emotional state or reaction,"[""She had a feeling of joy.""]",,"[""happy feeling, feeling of""]"
fellow,,intermediate,"[""Everyday Conversation""]","A person in the same position, involved in the same activity, or otherwise associated with another","[""He spoke to his fellow travelers.""]",,"[""fellow student, fellow worker""]"
female,,intermediate,"[""Everyday Conversation""]",Of or denoting the sex that can bear offspring or produce eggs,"[""They have a female cat.""]",,"[""female athlete, female doctor""]"
fence,,intermediate,"[""Everyday Conversation""]","A barrier, railing, or other upright structure, typically of wood or wire, enclosing an area of ground to mark a boundary, control access, or prevent escape","[""The fence needs to be repaired.""]",,"[""wooden fence, electric fence""]"
festival,,intermediate,"[""Everyday Conversation""]","A day or period of celebration, typically for religious reasons","[""They attended a music festival.""]",,"[""annual festival, music festival""]"
fetch,,intermediate,"[""Everyday Conversation""]",Go for and then bring back (someone or something) for someone,"[""Can you fetch my glasses from the bedroom?""]",,"[""fetch the ball, fetch water""]"
fever,,intermediate,"[""Everyday Conversation""]","An abnormally high body temperature, usually accompanied by shivering, headache, and in severe instances, delirium","[""She has a high fever.""]",,"[""high fever, running a fever""]"
few,,intermediate,"[""Everyday Conversation""]",A small number of,"[""Few people attended the meeting.""]",,"[""few people, few options""]"
field,,intermediate,"[""Everyday Conversation""]","An area of open land, especially one planted with crops or pasture, typically bounded by hedges or fences","[""They walked through the field.""]",,"[""corn field, field trip""]"
fifteen,,intermediate,"[""Everyday Conversation""]",The number equivalent to the product of three and five; one more than fourteen,"[""She celebrated her fifteenth birthday.""]",,"[""fifteen minutes, fifteen years old""]"
fifth,,intermediate,"[""Everyday Conversation""]",Constituting number five in a sequence; 5th,"[""He finished in fifth place.""]",,"[""fifth place, fifth grade""]"
fifty,,intermediate,"[""Everyday Conversation""]",The number equivalent to the product of five and ten; ten more than forty,"[""The book costs fifty dollars.""]",,"[""fifty dollars, fifty percent""]"
fight,,intermediate,"[""Everyday Conversation""]",Take part in a violent struggle involving the exchange of physical blows or the use of weapons,"[""They fight for their rights.""]",,"[""fight for, fight against""]"
fighter,,intermediate,"[""Everyday Conversation""]","A person who fights, especially as a soldier or a boxer","[""The boxer is a strong fighter.""]",,"[""boxer fighter, freedom fighter""]"
fighting,,intermediate,"[""Everyday Conversation""]",The action or process of fighting; violence or conflict,"[""The fighting lasted for hours.""]",,"[""fierce fighting, constant fighting""]"
figure,,intermediate,"[""Everyday Conversation""]","A number, especially one which forms part of official statistics or relates to the financial performance of a company","[""The figures show an increase in sales.""]",,"[""sales figure, unemployment figure""]"
figure out,,intermediate,"[""Everyday Conversation""]","Discover, determine, or solve","[""Can you figure out the solution?""]",,"[""figure out how, figure out why""]"
file,,intermediate,"[""Everyday Conversation""]",A folder or box for holding loose papers that are typically arranged in a particular order for easy reference,"[""He put the documents in a file.""]",,"[""file cabinet, file a report""]"
fill,,intermediate,"[""Everyday Conversation""]",Cause (a space or container) to become full or almost full,"[""She filled the glass with water.""]",,"[""fill up, fill with""]"
film,,intermediate,"[""Everyday Conversation""]",A story or event recorded by a camera as a set of moving images and shown in a theater or on television,"[""They watched an interesting film.""]",,"[""watch a film, film festival""]"
final,,intermediate,"[""Everyday Conversation""]",Coming at the end of a series,"[""This is the final chapter of the book.""]",,"[""final decision, final chapter""]"
finally,,intermediate,"[""Everyday Conversation""]","After a long time, typically involving difficulty or delay","[""Finally, the rain stopped.""]",,"[""finally arrive, finally decide""]"
finance,,intermediate,"[""Everyday Conversation""]","The management of large amounts of money, especially by governments or large companies","[""He works in finance.""]",,"[""corporate finance, personal finance""]"
financial,,intermediate,"[""Everyday Conversation""]",Relating to finance,"[""They need financial advice.""]",,"[""financial aid, financial crisis""]"
find,,intermediate,"[""Everyday Conversation""]",Discover or perceive by chance or unexpectedly,"[""She found a coin on the ground.""]",,"[""find a solution, find the answer""]"
find out,,intermediate,"[""Everyday Conversation""]",Discover (something or someone) after a deliberate search,"[""I need to find out more about this.""]",,"[""find out how, find out why""]"
fine,,intermediate,"[""Everyday Conversation""]",Of high quality,"[""The weather is fine today.""]",,"[""fine weather, fine quality""]"
finger,,intermediate,"[""Everyday Conversation""]","Each of the four slender jointed parts attached to either hand (or five, if the thumb is included)","[""He pointed with his index finger.""]",,"[""index finger, middle finger""]"
finish,,intermediate,"[""Everyday Conversation""]",Bring (a task or activity) to an end; complete,"[""She finished her homework.""]",,"[""finish work, finish line""]"
finished,,intermediate,"[""Everyday Conversation""]",Having completed or ended an action or activity,"[""The project is finished.""]",,"[""completely finished, almost finished""]"
fire,,intermediate,"[""Everyday Conversation""]","Combustion or burning, in which substances combine chemically with oxygen from the air and typically give out bright light, heat, and smoke","[""The fire kept us warm.""]",,"[""light a fire, fire department""]"
firm,,intermediate,"[""Everyday Conversation""]","Having a solid, almost unyielding surface or structure","[""The table is firm and sturdy.""]",,"[""firm decision, firm grip""]"
first,,intermediate,"[""Everyday Conversation""]",Coming before all others in time or order; earliest; 1st,"[""She was the first to arrive.""]",,"[""first place, first time""]"
fish,,intermediate,"[""Everyday Conversation""]",A limbless cold-blooded vertebrate animal with gills and fins living wholly in water,"[""They caught a big fish.""]",,"[""fresh fish, fish tank""]"
fishing,,intermediate,"[""Everyday Conversation""]","The activity of catching fish, either for food or as a sport","[""They went fishing in the lake.""]",,"[""go fishing, fishing rod""]"
fit,,intermediate,"[""Everyday Conversation""]",Be of the right shape and size for,"[""These shoes fit me perfectly.""]",,"[""fit well, perfect fit""]"
fitness,,intermediate,"[""Everyday Conversation""]",The condition of being physically fit and healthy,"[""He works out regularly to maintain his fitness.""]",,"[""physical fitness, fitness level""]"
fix,,intermediate,"[""Everyday Conversation""]",Fasten (something) securely in a particular place or position,"[""He fixed the broken chair.""]",,"[""fix a problem, fix a date""]"
flag,,intermediate,"[""Everyday Conversation""]","A piece of cloth, typically rectangular, of distinctive design and colors, used as a symbol, standard, or ensign","[""The national flag was hoisted.""]",,"[""national flag, flag pole""]"
flame,,intermediate,"[""Everyday Conversation""]",A hot glowing body of ignited gas that is generated by something on fire,"[""The flame flickered in the wind.""]",,"[""flame of a candle, gas flame""]"
flash,,intermediate,"[""Everyday Conversation""]",Shine in a bright but brief or sudden way,"[""The lightning flashed in the sky.""]",,"[""flash of light, flash drive""]"
flat,,intermediate,"[""Everyday Conversation""]",Smooth and even; without marked lumps or indentations,"[""The land was flat and featureless.""]",,"[""flat tire, flat surface""]"
flavor,,intermediate,"[""Everyday Conversation""]",The distinctive taste of a food or drink,"[""The soup had a rich flavor.""]",,"[""distinct flavor, mild flavor""]"
flee,,intermediate,"[""Everyday Conversation""]",Run away from a place or situation of danger,"[""They fled from the war zone.""]",,"[""flee the scene, flee from""]"
flesh,,intermediate,"[""Everyday Conversation""]",The soft substance consisting of muscle and fat that is found between the skin and bones of an animal or a human,"[""The flesh of the fruit was soft and juicy.""]",,"[""flesh and blood, soft flesh""]"
flight,,intermediate,"[""Everyday Conversation""]",The action or process of flying through the air,"[""The flight to New York was delayed.""]",,"[""flight schedule, flight attendant""]"
float,,intermediate,"[""Everyday Conversation""]",Rest or move on or near the surface of a liquid without sinking,"[""The boat floated on the lake.""]",,"[""float in water, float around""]"
flood,,intermediate,"[""Everyday Conversation""]","An overflow of a large amount of water beyond its normal limits, especially over what is normally dry land","[""The flood destroyed many homes.""]",,"[""severe flood, flood warning""]"
floor,,intermediate,"[""Everyday Conversation""]","The lower surface of a room, on which one may walk","[""She cleaned the kitchen floor.""]",,"[""wooden floor, ground floor""]"
flour,,intermediate,"[""Everyday Conversation""]","A powder obtained by grinding grain, typically wheat, and used to make bread, cakes, and pastry","[""She used flour to bake a cake.""]",,"[""wheat flour, flour mill""]"
flow,,intermediate,"[""Everyday Conversation""]",Move along or out steadily and continuously in a current or stream,"[""The river flows into the sea.""]",,"[""steady flow, flow of water""]"
flower,,intermediate,"[""Everyday Conversation""]","The seed-bearing part of a plant, consisting of reproductive organs that are typically surrounded by a brightly colored corolla and a green calyx","[""The garden was full of flowers.""]",,"[""fresh flower, flower shop""]"
fly,,intermediate,"[""Everyday Conversation""]",Move through the air using wings,"[""Birds fly south for the winter.""]",,"[""fly high, fly away""]"
focus,,intermediate,"[""Everyday Conversation""]",The center of interest or activity,"[""He needs to focus on his studies.""]",,"[""main focus, focus on""]"
fold,,intermediate,"[""Everyday Conversation""]",Bend (something flexible and relatively flat) over on itself so that one part of it covers another,"[""She folded the clothes neatly.""]",,"[""fold the paper, fold in half""]"
follow,,intermediate,"[""Everyday Conversation""]",Move or travel behind,"[""The dog followed its owner.""]",,"[""follow the leader, follow directions""]"
following,,intermediate,"[""Everyday Conversation""]",Coming after or as a result of,"[""The following day, they went hiking.""]",,"[""following week, following statement""]"
food,,intermediate,"[""Everyday Conversation""]",Any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth,"[""We need food to survive.""]",,"[""healthy food, fast food""]"
fool,,intermediate,"[""Everyday Conversation""]",A person who acts unwisely or imprudently; a silly person,"[""Don't be such a fool.""]",,"[""play the fool, make a fool""]"
foot,,intermediate,"[""Everyday Conversation""]","The lower extremity of the leg below the ankle, on which a person stands or walks","[""He injured his foot.""]",,"[""foot injury, left foot""]"
football,,intermediate,"[""Everyday Conversation""]","A form of team game played with a ball between two teams of eleven players, in which the ball may be advanced by kicking or by bouncing it off any part of the body but the arms and hands","[""He loves playing football.""]",,"[""play football, football match""]"
for,,intermediate,"[""Everyday Conversation""]","Used to indicate the purpose, destination, recipient, or duration of something","[""This gift is for you.""]",,"[""reason for, good for""]"
force,,intermediate,"[""Everyday Conversation""]",Strength or energy as an attribute of physical action or movement,"[""He used all his force to lift the box.""]",,"[""apply force, force of nature""]"
forecast,,intermediate,"[""Everyday Conversation""]",Predict or estimate (a future event or trend),"[""The weather forecast predicts rain.""]",,"[""weather forecast, forecast accuracy""]"
foreign,,intermediate,"[""Everyday Conversation""]","Of, from, in, or characteristic of a country or language other than one's own","[""He speaks several foreign languages.""]",,"[""foreign language, foreign country""]"
forest,,intermediate,"[""Everyday Conversation""]",A large area covered chiefly with trees and undergrowth,"[""They went hiking in the forest.""]",,"[""dense forest, tropical forest""]"
forever,,intermediate,"[""Everyday Conversation""]",For all future time; for always,"[""I will love you forever.""]",,"[""love forever, last forever""]"
forget,,intermediate,"[""Everyday Conversation""]",Fail to remember,"[""Don't forget to lock the door.""]",,"[""forget about, forget to""]"
forgive,,intermediate,"[""Everyday Conversation""]","Stop feeling angry or resentful towards (someone) for an offense, flaw, or mistake","[""I forgive you for your mistake.""]",,"[""forgive someone, forgive and forget""]"
fork,,intermediate,"[""Everyday Conversation""]",An implement with two or more prongs used for lifting food to the mouth or holding it when cutting,"[""He ate his salad with a fork.""]",,"[""dinner fork, salad fork""]"
form,,intermediate,"[""Everyday Conversation""]",Bring together parts or combine to create (something),"[""They formed a new club.""]",,"[""form a group, form an opinion""]"
formal,,intermediate,"[""Everyday Conversation""]",Done in accordance with rules of convention or etiquette; suitable for or constituting an official or important situation or occasion,"[""He wore a formal suit to the event.""]",,"[""formal event, formal dress""]"
formerly,,intermediate,"[""Everyday Conversation""]",In the past; in earlier times,"[""She was formerly known as Jane Smith.""]",,"[""formerly known, formerly a""]"
forth,,intermediate,"[""Everyday Conversation""]",Out and away from a starting point,"[""They set forth on their journey.""]",,"[""set forth, go forth""]"
fortune,,intermediate,"[""Everyday Conversation""]","Chance or luck as an external, arbitrary force affecting human affairs","[""He made a fortune in real estate.""]",,"[""make a fortune, good fortune""]"
forward,,intermediate,"[""Everyday Conversation""]",In the direction that one is facing or traveling; towards the front,"[""She took a step forward.""]",,"[""move forward, look forward""]"
found,,intermediate,"[""Everyday Conversation""]",Establish or originate (an institution or organization),"[""They founded a new company.""]",,"[""found a company, found an institution""]"
foundation,,intermediate,"[""Everyday Conversation""]","The lowest load-bearing part of a building, typically below ground level","[""The foundation of the building was strong.""]",,"[""solid foundation, lay the foundation""]"
four,,intermediate,"[""Everyday Conversation""]",Equivalent to the sum of two and two; one more than three,"[""She has four cats.""]",,"[""four times, four people""]"
fourteen,,intermediate,"[""Everyday Conversation""]",Equivalent to the product of seven and two; one more than thirteen,"[""He turned fourteen last week.""]",,"[""turn fourteen, fourteen years old""]"
fourth,,intermediate,"[""Everyday Conversation""]",Constituting number four in a sequence; 4th,"[""She finished in fourth place.""]",,"[""fourth place, fourth quarter""]"
free,,intermediate,"[""Everyday Conversation""]",Not under the control or in the power of another; able to act or be done as one wishes,"[""He felt free after leaving his job.""]",,"[""feel free, free time""]"
freedom,,intermediate,"[""Everyday Conversation""]","The power or right to act, speak, or think as one wants without hindrance or restraint","[""They fought for their freedom.""]",,"[""freedom of speech, fight for freedom""]"
freeze,,intermediate,"[""Everyday Conversation""]",To become hard or stiffened because of cold or to turn to ice,"[""The water will freeze overnight.""]",,"[""freeze to death, freeze over""]"
frequent,,intermediate,"[""Everyday Conversation""]","Occurring or done on many occasions, in many cases, or in quick succession","[""He is a frequent visitor.""]",,"[""frequent visitor, frequent trips""]"
frequently,,intermediate,"[""Everyday Conversation""]",Regularly or habitually; often,"[""She frequently travels abroad.""]",,"[""frequently asked, frequently visit""]"
fresh,,intermediate,"[""Everyday Conversation""]",Not previously known or used; new or different,"[""They bought fresh vegetables from the market.""]",,"[""fresh air, fresh start""]"
friend,,intermediate,"[""Everyday Conversation""]","A person whom one knows and with whom one has a bond of mutual affection, typically exclusive of sexual or family relations","[""She is my best friend.""]",,"[""best friend, close friend""]"
friendly,,intermediate,"[""Everyday Conversation""]",Kind and pleasant,"[""He is always friendly to everyone.""]",,"[""friendly smile, friendly manner""]"
friendship,,intermediate,"[""Everyday Conversation""]",The emotions or conduct of friends; the state of being friends,"[""Their friendship has lasted for years.""]",,"[""strong friendship, lasting friendship""]"
frighten,,intermediate,"[""Everyday Conversation""]",Make (someone) afraid or anxious,"[""The loud noise frightened the cat.""]",,"[""frighten away, frighten someone""]"
frightened,,intermediate,"[""Everyday Conversation""]",Afraid or anxious,"[""She was frightened by the thunderstorm.""]",,"[""look frightened, be frightened""]"
frightening,,intermediate,"[""Everyday Conversation""]",Making someone afraid or anxious; terrifying,"[""The horror movie was frightening.""]",,"[""frightening experience, frighteningly realistic""]"
from,,intermediate,"[""Everyday Conversation""]","Indicating the point in space at which a journey, motion, or action starts","[""He received a letter from his mother.""]",,"[""come from, hear from""]"
front,,intermediate,"[""Everyday Conversation""]",The forward part or surface of an object,"[""The front door is open.""]",,"[""front door, front row""]"
frozen,,intermediate,"[""Everyday Conversation""]",Turned into ice or another solid as a result of extreme cold,"[""The lake is frozen in winter.""]",,"[""frozen food, frozen lake""]"
fruit,,intermediate,"[""Everyday Conversation""]",The sweet and fleshy product of a tree or other plant that contains seed and can be eaten as food,"[""She loves tropical fruit.""]",,"[""fresh fruit, fruit salad""]"
fuel,,intermediate,"[""Everyday Conversation""]","Material such as coal, gas, or oil that is burned to produce heat or power","[""The car runs on diesel fuel.""]",,"[""fossil fuel, fuel efficiency""]"
full,,intermediate,"[""Everyday Conversation""]",Containing or holding as much or as many as possible; having no empty space,"[""The room is full of people.""]",,"[""full of, full capacity""]"
fully,,intermediate,"[""Everyday Conversation""]",Completely or entirely; to the fullest extent,"[""The work is fully completed.""]",,"[""fully understand, fully aware""]"
fun,,intermediate,"[""Everyday Conversation""]","Enjoyment, amusement, or light-hearted pleasure","[""We had a lot of fun at the party.""]",,"[""have fun, fun activities""]"
function,,intermediate,"[""Everyday Conversation""]",An activity or purpose natural to or intended for a person or thing,"[""The main function of the machine is to cut paper.""]",,"[""primary function, proper function""]"
fund,,intermediate,"[""Everyday Conversation""]",A sum of money saved or made available for a particular purpose,"[""They set up a fund for the project.""]",,"[""raise a fund, establish a fund""]"
fundamental,,intermediate,"[""Everyday Conversation""]",Forming a necessary base or core; of central importance,"[""Freedom is a fundamental human right.""]",,"[""fundamental principle, fundamental change""]"
funny,,intermediate,"[""Everyday Conversation""]",Causing laughter or amusement; humorous,"[""He told a funny joke.""]",,"[""funny story, funny moment""]"
fur,,intermediate,"[""Everyday Conversation""]","The short, fine, soft hair of certain animals","[""The cat's fur is very soft.""]",,"[""fur coat, fur trade""]"
furniture,,intermediate,"[""Everyday Conversation""]","Large movable equipment, such as tables and chairs, used to make a house, office, or other space suitable for living or working","[""They bought new furniture for the living room.""]",,"[""wooden furniture, modern furniture""]"
further,,intermediate,"[""Everyday Conversation""]",Over a greater expanse of space or time; for a longer way,"[""We need to look further into the problem.""]",,"[""further research, further information""]"
future,,intermediate,"[""Everyday Conversation""]",The time or period of time following the moment of speaking or writing; time regarded as still to come,"[""She is planning for the future.""]",,"[""near future, future plans""]"
gain,,intermediate,"[""Everyday Conversation""]","Obtain or secure (something desired, favorable, or profitable)","[""He gained a lot of experience from that job.""]",,"[""gain experience, gain weight""]"
game,,intermediate,"[""Everyday Conversation""]","A form of play or sport, especially a competitive one played according to rules and decided by skill, strength, or luck","[""They played a fun game.""]",,"[""board game, video game""]"
gap,,intermediate,"[""Everyday Conversation""]",A break or hole in an object or between two objects,"[""There is a gap in the fence.""]",,"[""gap year, generation gap""]"
garage,,intermediate,"[""Everyday Conversation""]",A building for housing a motor vehicle or vehicles,"[""The car is parked in the garage.""]",,"[""double garage, attached garage""]"
garbage,,intermediate,"[""Everyday Conversation""]",Waste material; refuse,"[""Please take out the garbage.""]",,"[""garbage can, take out the garbage""]"
garden,,intermediate,"[""Everyday Conversation""]","A piece of ground, often near a house, used for growing flowers, fruit, or vegetables","[""She grows tomatoes in her garden.""]",,"[""flower garden, vegetable garden""]"
gas,,intermediate,"[""Everyday Conversation""]","An air-like fluid substance which expands freely to fill any space available, irrespective of its quantity","[""Natural gas is used for heating.""]",,"[""natural gas, gas station""]"
gate,,intermediate,"[""Everyday Conversation""]","A hinged barrier used to close an opening in a wall, fence, or hedge","[""They installed a new gate at the entrance.""]",,"[""iron gate, main gate""]"
gather,,intermediate,"[""Everyday Conversation""]",Come together; assemble or accumulate,"[""They gathered around the table.""]",,"[""gather information, gather around""]"
gear,,intermediate,"[""Everyday Conversation""]",Machinery or equipment that is used for a particular purpose,"[""He put on his hiking gear.""]",,"[""sports gear, fishing gear""]"
general,,intermediate,"[""Everyday Conversation""]","Affecting or concerning all or most people, places, or things; widespread","[""There was a general consensus.""]",,"[""general consensus, general public""]"
generally,,intermediate,"[""Everyday Conversation""]",In most cases; usually,"[""Generally, people are friendly.""]",,"[""generally speaking, generally accepted""]"
generate,,intermediate,"[""Everyday Conversation""]",Produce or create,"[""The machine generates electricity.""]",,"[""generate power, generate interest""]"
generation,,intermediate,"[""Everyday Conversation""]","All of the people born and living at about the same time, regarded collectively","[""This generation is tech-savvy.""]",,"[""younger generation, next generation""]"
generous,,intermediate,"[""Everyday Conversation""]","Showing a readiness to give more of something, especially money, than is strictly necessary or expected","[""She is very generous with her time.""]",,"[""generous donation, generous with""]"
gentle,,intermediate,"[""Everyday Conversation""]","Having or showing a mild, kind, or tender temperament or character","[""He has a gentle demeanor.""]",,"[""gentle touch, gentle approach""]"
gentleman,,intermediate,"[""Everyday Conversation""]","A chivalrous, courteous, or honorable man","[""He is a true gentleman.""]",,"[""true gentleman, perfect gentleman""]"
genuine,,intermediate,"[""Everyday Conversation""]",Truly what something is said to be; authentic,"[""The signature is genuine.""]",,"[""genuine article, genuine interest""]"
geography,,intermediate,"[""Everyday Conversation""]","The study of the physical features of the earth and its atmosphere, and of human activity as it affects and is affected by these, including the distribution of populations and resources and political and economic activities","[""She studied geography in college.""]",,"[""physical geography, human geography""]"
get,,intermediate,"[""Everyday Conversation""]",Come to have or hold (something); receive,"[""He got a new job.""]",,"[""get something, get ready""]"
giant,,intermediate,"[""Everyday Conversation""]",An imaginary or mythical being of human form but superhuman size,"[""The story featured a giant.""]",,"[""giant tree, giant corporation""]"
gift,,intermediate,"[""Everyday Conversation""]",A thing given willingly to someone without payment; a present,"[""She received a beautiful gift.""]",,"[""birthday gift, special gift""]"
girl,,intermediate,"[""Everyday Conversation""]",A female child,"[""The girl is playing in the park.""]",,"[""little girl, young girl""]"
girlfriend,,intermediate,"[""Everyday Conversation""]",A regular female companion with whom a person has a romantic or sexual relationship,"[""He went to the movies with his girlfriend.""]",,"[""current girlfriend, former girlfriend""]"
give,,intermediate,"[""Everyday Conversation""]",Freely transfer the possession of (something) to (someone),"[""Please give me the book.""]",,"[""give a gift, give advice""]"
glad,,intermediate,"[""Everyday Conversation""]",Feeling pleasure or happiness,"[""I am glad you came.""]",,"[""glad to see, glad you""]"
glass,,intermediate,"[""Everyday Conversation""]","A hard, brittle substance, typically transparent or translucent, made by fusing sand with soda, lime, and sometimes other ingredients and cooling rapidly","[""The glass window was clear.""]",,"[""glass of water, glass window""]"
global,,intermediate,"[""Everyday Conversation""]",Relating to the whole world; worldwide,"[""They discussed global issues.""]",,"[""global warming, global economy""]"
glove,,intermediate,"[""Everyday Conversation""]",A covering for the hand worn for protection against cold or dirt and typically having separate parts for each finger and the thumb,"[""She wore gloves to keep her hands warm.""]",,"[""pair of gloves, wear gloves""]"
glue,,intermediate,"[""Everyday Conversation""]",An adhesive substance used for sticking objects or materials together,"[""He used glue to fix the broken vase.""]",,"[""apply glue, glue the pieces""]"
go,,intermediate,"[""Everyday Conversation""]",Move from one place to another; travel,"[""They decided to go on a trip.""]",,"[""go away, go home""]"
goal,,intermediate,"[""Everyday Conversation""]",The object of a person's ambition or effort; an aim or desired result,"[""Her goal is to become a doctor.""]",,"[""set a goal, achieve a goal""]"
