word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
debate,,intermediate,"[""Everyday Conversation""]","A formal discussion on a particular matter in a public meeting or legislative assembly, in which opposing arguments are put forward","[""They had a debate about the new policy.""]",,"[""public debate, debate over""]"
debt,,intermediate,"[""Everyday Conversation""]","Something, typically money, that is owed or due","[""He is trying to pay off his debts.""]",,"[""pay off debt, in debt""]"
decade,,intermediate,"[""Everyday Conversation""]",A period of ten years,"[""He has been working here for a decade.""]",,"[""past decade, over a decade""]"
decay,,intermediate,"[""Everyday Conversation""]",The state or process of rotting or decomposition,"[""The old house was in a state of decay.""]",,"[""tooth decay, gradual decay""]"
december,,intermediate,"[""Everyday Conversation""]",The twelfth month of the year,"[""They are planning a trip in December.""]",,"[""cold December, December 25th""]"
decide,,intermediate,"[""Everyday Conversation""]",Come to a resolution in the mind as a result of consideration,"[""She decided to go to college.""]",,"[""decide to go, decide quickly""]"
decide on,,intermediate,"[""Everyday Conversation""]",Choose from a number of alternatives,"[""They decided on a new strategy.""]",,"[""decide on a plan, decide on a course""]"
decision,,intermediate,"[""Everyday Conversation""]",A conclusion or resolution reached after consideration,"[""The decision was unanimous.""]",,"[""final decision, important decision""]"
declare,,intermediate,"[""Everyday Conversation""]",Say something in a solemn and emphatic manner,"[""He declared his love for her.""]",,"[""declare a state of emergency, declare love""]"
decline,,intermediate,"[""Everyday Conversation""]","Become smaller, fewer, or less; decrease","[""The economy is beginning to decline.""]",,"[""steady decline, sharp decline""]"
decorate,,intermediate,"[""Everyday Conversation""]",Make (something) look more attractive by adding extra items or images to it,"[""They decorated the room for the party.""]",,"[""decorate the house, decorate the room""]"
decoration,,intermediate,"[""Everyday Conversation""]",The process or art of decorating or adorning something,"[""The decoration of the hall was beautiful.""]",,"[""holiday decoration, party decoration""]"
decorative,,intermediate,"[""Everyday Conversation""]",Serving to make something look more attractive; ornamental,"[""She added decorative touches to her room.""]",,"[""decorative items, decorative purposes""]"
decrease,,intermediate,"[""Everyday Conversation""]","Make or become smaller or fewer in size, amount, intensity, or degree","[""There was a decrease in sales.""]",,"[""sharp decrease, slight decrease""]"
deep,,intermediate,"[""Everyday Conversation""]",Extending far down from the top or surface,"[""The lake is very deep.""]",,"[""deep water, deep hole""]"
deeply,,intermediate,"[""Everyday Conversation""]",At or to a considerable extent downward,"[""She was deeply moved by the story.""]",,"[""deeply regret, deeply in love""]"
defeat,,intermediate,"[""Everyday Conversation""]",Win a victory over (someone) in a battle or other contest; overcome or beat,"[""They defeated the opposing team.""]",,"[""defeat the enemy, defeat the opponent""]"
defence,,intermediate,"[""Everyday Conversation""]",The action of defending from or resisting attack,"[""They built a wall for defence.""]",,"[""self-defence, national defence""]"
defend,,intermediate,"[""Everyday Conversation""]",Resist an attack made on (someone or something); protect from harm or danger,"[""They defended their country from invaders.""]",,"[""defend against, defend a position""]"
define,,intermediate,"[""Everyday Conversation""]","State or describe exactly the nature, scope, or meaning of","[""Can you define this term?""]",,"[""define clearly, define terms""]"
definite,,intermediate,"[""Everyday Conversation""]",Clearly stated or decided; not vague or doubtful,"[""We need a definite answer by tomorrow.""]",,"[""definite answer, definite plans""]"
definitely,,intermediate,"[""Everyday Conversation""]",Without doubt (used for emphasis),"[""I definitely agree with you.""]",,"[""definitely true, definitely wrong""]"
definition,,intermediate,"[""Everyday Conversation""]","A statement of the exact meaning of a word, especially in a dictionary","[""The dictionary provides definitions for words.""]",,"[""clear definition, precise definition""]"
degree,,intermediate,"[""Everyday Conversation""]","The amount, level, or extent to which something happens or is present","[""The temperature dropped by a few degrees.""]",,"[""high degree, degree of difficulty""]"
delay,,intermediate,"[""Everyday Conversation""]",Make (someone or something) late or slow,"[""The flight was delayed due to bad weather.""]",,"[""flight delay, delay in delivery""]"
deliberate,,intermediate,"[""Everyday Conversation""]",Done consciously and intentionally,"[""It was a deliberate act of vandalism.""]",,"[""deliberate attempt, deliberate action""]"
deliberately,,intermediate,"[""Everyday Conversation""]",In a careful and unhurried way,"[""She deliberately ignored him.""]",,"[""deliberately avoid, deliberately ignore""]"
delicate,,intermediate,"[""Everyday Conversation""]",Very fine in texture or structure; of intricate workmanship or quality,"[""The fabric is delicate and should be handled carefully.""]",,"[""delicate balance, delicate situation""]"
delight,,intermediate,"[""Everyday Conversation""]",Great pleasure,"[""She took great delight in her work.""]",,"[""take delight in, much to someone's delight""]"
delighted,,intermediate,"[""Everyday Conversation""]",Feeling or showing great pleasure,"[""They were delighted with the results.""]",,"[""delighted with the outcome, delighted to hear""]"
deliver,,intermediate,"[""Everyday Conversation""]","Bring and hand over (a letter, parcel, or goods) to the proper recipient or address","[""The courier delivered the package.""]",,"[""deliver a speech, deliver on a promise""]"
delivery,,intermediate,"[""Everyday Conversation""]","The action of delivering letters, parcels, or goods","[""The delivery was scheduled for Monday.""]",,"[""delivery service, delivery time""]"
demand,,intermediate,"[""Everyday Conversation""]","An insistent and peremptory request, made as if by right","[""They made a demand for higher wages.""]",,"[""high demand, demand for""]"
demonstrate,,intermediate,"[""Everyday Conversation""]",Clearly show the existence or truth of (something) by giving proof or evidence,"[""The experiment demonstrated the principle.""]",,"[""demonstrate skills, demonstrate clearly""]"
dentist,,intermediate,"[""Everyday Conversation""]",A person qualified to treat the diseases and conditions that affect the teeth and gums,"[""She has an appointment with the dentist.""]",,"[""visit the dentist, family dentist""]"
deny,,intermediate,"[""Everyday Conversation""]",State that one refuses to admit the truth or existence of,"[""He denied the allegations.""]",,"[""deny the truth, deny an accusation""]"
department,,intermediate,"[""Everyday Conversation""]","A division of a large organization such as a government, university, business, or shop, dealing with a specific area of activity","[""She works in the marketing department.""]",,"[""marketing department, sales department""]"
departure,,intermediate,"[""Everyday Conversation""]","The action of leaving, especially to start a journey","[""Their departure was delayed due to weather conditions.""]",,"[""departure time, sudden departure""]"
depend,,intermediate,"[""Everyday Conversation""]",Be controlled or determined by,"[""Their success depends on the weather.""]",,"[""depend heavily on, depend entirely on""]"
depend on,,intermediate,"[""Everyday Conversation""]",Be able to trust; rely on,"[""You can depend on her support.""]",,"[""depend on someone, depend on something""]"
deposit,,intermediate,"[""Everyday Conversation""]","A sum of money placed or kept in a bank account, usually to gain interest","[""She made a deposit into her savings account.""]",,"[""bank deposit, make a deposit""]"
depress,,intermediate,"[""Everyday Conversation""]",Make (someone) feel utterly dispirited or dejected,"[""The news depressed him.""]",,"[""depress the mood, depress prices""]"
depressed,,intermediate,"[""Everyday Conversation""]",In a state of general unhappiness or despondency,"[""He has been feeling depressed lately.""]",,"[""clinically depressed, feeling depressed""]"
depressing,,intermediate,"[""Everyday Conversation""]",Causing a feeling of misery or despondency,"[""The weather was depressing.""]",,"[""depressing news, depressing atmosphere""]"
depth,,intermediate,"[""Everyday Conversation""]",The distance from the top or surface to the bottom of something,"[""The depth of the lake is 50 meters.""]",,"[""ocean depth, depth of knowledge""]"
derive,,intermediate,"[""Everyday Conversation""]",Obtain something from (a specified source),"[""The word 'coffee' derives from the Arabic word 'qahwa'.""]",,"[""derive benefit, derive pleasure""]"
derive from,,intermediate,"[""Everyday Conversation""]",Obtain something from (a specified source),"[""The new laws derive from earlier legislation.""]",,"[""derive from roots, derive from words""]"
describe,,intermediate,"[""Everyday Conversation""]",Give a detailed account in words of,"[""He described the scene in detail.""]",,"[""describe in detail, describe clearly""]"
description,,intermediate,"[""Everyday Conversation""]","A spoken or written account of a person, object, or event","[""She gave a vivid description of the scene.""]",,"[""give a description, vivid description""]"
desert,,intermediate,"[""Everyday Conversation""]","Abandon (a person, cause, or organization) in a way considered disloyal or treacherous","[""He deserted his post.""]",,"[""desert a friend, desert a cause""]"
deserted,,intermediate,"[""Everyday Conversation""]",Empty of people,"[""The town was deserted.""]",,"[""deserted street, deserted town""]"
deserve,,intermediate,"[""Everyday Conversation""]",Do something or have or show qualities worthy of (reward or punishment),"[""He deserves a reward for his efforts.""]",,"[""deserve praise, deserve punishment""]"
design,,intermediate,"[""Everyday Conversation""]","A plan or drawing produced to show the look and function or workings of a building, garment, or other object before it is made","[""The architect presented the design for the new building.""]",,"[""design a building, fashion design""]"
desire,,intermediate,"[""Everyday Conversation""]",A strong feeling of wanting to have something or wishing for something to happen,"[""He expressed his desire to travel the world.""]",,"[""strong desire, desire for""]"
desk,,intermediate,"[""Everyday Conversation""]","A piece of furniture with a flat or sloped surface and typically with drawers, used for writing, reading, or working","[""She sat at her desk.""]",,"[""office desk, writing desk""]"
desperate,,intermediate,"[""Everyday Conversation""]",Feeling or showing a hopeless sense that a situation is so bad as to be impossible to deal with,"[""They were desperate for help.""]",,"[""desperate situation, desperate measures""]"
desperately,,intermediate,"[""Everyday Conversation""]",In a way that shows despair,"[""She desperately tried to reach him.""]",,"[""desperately need, desperately try""]"
despite,,intermediate,"[""Everyday Conversation""]",Without being affected by; in spite of,"[""They went out despite the rain.""]",,"[""despite the difficulties, despite the fact""]"
destroy,,intermediate,"[""Everyday Conversation""]",Put an end to the existence of (something) by damaging or attacking it,"[""The fire destroyed the building.""]",,"[""destroy completely, destroy evidence""]"
destruction,,intermediate,"[""Everyday Conversation""]",The action or process of causing so much damage to something that it no longer exists or cannot be repaired,"[""The storm caused widespread destruction.""]",,"[""complete destruction, cause destruction""]"
detail,,intermediate,"[""Everyday Conversation""]","An individual feature, fact, or item","[""He explained every detail of the plan.""]",,"[""every detail, fine detail""]"
detailed,,intermediate,"[""Everyday Conversation""]",Having many details or facts; showing attention to detail,"[""The report was very detailed.""]",,"[""detailed report, detailed description""]"
determination,,intermediate,"[""Everyday Conversation""]",Firmness of purpose; resoluteness,"[""Her determination to succeed was impressive.""]",,"[""strong determination, fierce determination""]"
determine,,intermediate,"[""Everyday Conversation""]","Ascertain or establish exactly, typically as a result of research or calculation","[""The investigation will determine the cause of the accident.""]",,"[""determine the cause, determine the outcome""]"
determined,,intermediate,"[""Everyday Conversation""]",Having made a firm decision and being resolved not to change it,"[""She is determined to finish the project.""]",,"[""determined effort, determined to succeed""]"
develop,,intermediate,"[""Everyday Conversation""]","Grow or cause to grow and become more mature, advanced, or elaborate","[""The company plans to develop new products.""]",,"[""develop skills, develop rapidly""]"
development,,intermediate,"[""Everyday Conversation""]",The process of developing or being developed,"[""The development of the new software is underway.""]",,"[""economic development, sustainable development""]"
device,,intermediate,"[""Everyday Conversation""]","A thing made or adapted for a particular purpose, especially a piece of mechanical or electronic equipment","[""She uses a device to track her fitness.""]",,"[""electronic device, medical device""]"
devote,,intermediate,"[""Everyday Conversation""]","Give all or a large part of one's time or resources to (a person, activity, or cause)","[""She devoted her life to helping the poor.""]",,"[""devote time, devote energy""]"
devote to,,intermediate,"[""Everyday Conversation""]",Give one's time or effort to (a person or purpose),"[""She devoted herself to her studies.""]",,"[""devote to work, devote to cause""]"
devoted,,intermediate,"[""Everyday Conversation""]",Very loving or loyal,"[""He is a devoted husband.""]",,"[""devoted fan, devoted friend""]"
diagram,,intermediate,"[""Everyday Conversation""]","A simplified drawing showing the appearance, structure, or workings of something; a schematic representation","[""The diagram shows the parts of the engine.""]",,"[""create a diagram, draw a diagram""]"
diamond,,intermediate,"[""Everyday Conversation""]","A precious stone consisting of a clear and typically colorless crystalline form of pure carbon, the hardest naturally occurring substance","[""She received a diamond ring.""]",,"[""diamond necklace, diamond mine""]"
diary,,intermediate,"[""Everyday Conversation""]",A book in which one keeps a daily record of events and experiences,"[""She writes in her diary every day.""]",,"[""keep a diary, write in a diary""]"
dictionary,,intermediate,"[""Everyday Conversation""]","A book or electronic resource that lists the words of a language (typically in alphabetical order) and gives their meaning, or gives the equivalent words in a different language","[""You can find the meaning of words in a dictionary.""]",,"[""pocket dictionary, bilingual dictionary""]"
die,,intermediate,"[""Everyday Conversation""]",Stop living,"[""He died peacefully in his sleep.""]",,"[""die young, die hard""]"
die away,,intermediate,"[""Everyday Conversation""]",Gradually diminish in sound or intensity,"[""The sound of the music died away.""]",,"[""die away slowly, die away completely""]"
die out,,intermediate,"[""Everyday Conversation""]",Become extinct,"[""Dinosaurs died out millions of years ago.""]",,"[""species die out, tradition die out""]"
diet,,intermediate,"[""Everyday Conversation""]","The kinds of food that a person, animal, or community habitually eats","[""He is on a strict diet.""]",,"[""balanced diet, special diet""]"
difference,,intermediate,"[""Everyday Conversation""]",A point or way in which people or things are not the same,"[""There is a big difference between them.""]",,"[""make a difference, big difference""]"
different,,intermediate,"[""Everyday Conversation""]",Not the same as another or each other,"[""They have different opinions.""]",,"[""different types, different from""]"
differently,,intermediate,"[""Everyday Conversation""]",In a way that is not the same,"[""She thinks differently than her parents.""]",,"[""think differently, act differently""]"
difficult,,intermediate,"[""Everyday Conversation""]","Needing much effort or skill to accomplish, deal with, or understand","[""This is a difficult problem to solve.""]",,"[""difficult task, difficult situation""]"
difficulty,,intermediate,"[""Everyday Conversation""]",The state or condition of being difficult,"[""He had difficulty understanding the instructions.""]",,"[""have difficulty with, face difficulty""]"
dig,,intermediate,"[""Everyday Conversation""]","Break up and move earth with a tool or machine, or with hands, paws, snout, etc.","[""They began to dig a hole.""]",,"[""dig a hole, dig deep""]"
digital,,intermediate,"[""Everyday Conversation""]",Involving or relating to the use of computer technology,"[""She bought a new digital camera.""]",,"[""digital technology, digital age""]"
dinner,,intermediate,"[""Everyday Conversation""]","The main meal of the day, taken either around midday or in the evening","[""They invited us to dinner.""]",,"[""dinner party, have dinner""]"
direct,,intermediate,"[""Everyday Conversation""]",Extending or moving from one place to another without changing direction or stopping,"[""He gave me direct instructions.""]",,"[""direct route, direct communication""]"
direction,,intermediate,"[""Everyday Conversation""]",A course along which someone or something moves,"[""They headed in the same direction.""]",,"[""give direction, change direction""]"
directly,,intermediate,"[""Everyday Conversation""]",Without changing direction or stopping,"[""She spoke to me directly.""]",,"[""speak directly, directly address""]"
director,,intermediate,"[""Everyday Conversation""]","A person who is in charge of an activity, department, or organization","[""The film director was praised for his work.""]",,"[""film director, company director""]"
dirt,,intermediate,"[""Everyday Conversation""]","A substance, such as soil, that makes something dirty","[""His shoes were covered in dirt.""]",,"[""covered in dirt, dirt road""]"
dirty,,intermediate,"[""Everyday Conversation""]",Covered or marked with an unclean substance,"[""The floor was dirty.""]",,"[""dirty clothes, dirty hands""]"
disabled,,intermediate,"[""Everyday Conversation""]","Having a physical or mental condition that limits movements, senses, or activities","[""The building is accessible for disabled people.""]",,"[""disabled access, disabled person""]"
disadvantage,,intermediate,"[""Everyday Conversation""]",An unfavorable circumstance or condition that reduces the chances of success or effectiveness,"[""Being short can be a disadvantage in basketball.""]",,"[""major disadvantage, obvious disadvantage""]"
disagree,,intermediate,"[""Everyday Conversation""]",Have or express a different opinion,"[""I disagree with your opinion.""]",,"[""disagree strongly, disagree completely""]"
disagreement,,intermediate,"[""Everyday Conversation""]",Lack of consensus or approval,"[""They had a disagreement about the project.""]",,"[""serious disagreement, minor disagreement""]"
disappear,,intermediate,"[""Everyday Conversation""]",Cease to be visible,"[""The sun disappeared behind the clouds.""]",,"[""suddenly disappear, disappear completely""]"
disappoint,,intermediate,"[""Everyday Conversation""]",Fail to fulfill the hopes or expectations of,"[""The movie disappointed many fans.""]",,"[""bitterly disappoint, disappoint greatly""]"
disappointed,,intermediate,"[""Everyday Conversation""]",Sad or displeased because someone or something has failed to fulfill one's hopes or expectations,"[""She was disappointed with the test results.""]",,"[""feel disappointed, deeply disappointed""]"
disappointing,,intermediate,"[""Everyday Conversation""]",Failing to fulfill someone's hopes or expectations,"[""The game was disappointing.""]",,"[""very disappointing, quite disappointing""]"
disappointment,,intermediate,"[""Everyday Conversation""]",Sadness or displeasure caused by the non-fulfillment of one's hopes or expectations,"[""His failure was a huge disappointment.""]",,"[""huge disappointment, great disappointment""]"
disapproval,,intermediate,"[""Everyday Conversation""]",Possession or expression of an unfavorable opinion,"[""She looked at him with disapproval.""]",,"[""look of disapproval, show disapproval""]"
disapprove,,intermediate,"[""Everyday Conversation""]",Have or express an unfavorable opinion about something,"[""They disapprove of smoking.""]",,"[""strongly disapprove, disapprove of""]"
disapproving,,intermediate,"[""Everyday Conversation""]",Expressing an unfavorable opinion,"[""He gave a disapproving glance.""]",,"[""disapproving look, disapproving tone""]"
disaster,,intermediate,"[""Everyday Conversation""]","A sudden event, such as an accident or a natural catastrophe, that causes great damage or loss of life","[""The earthquake was a disaster.""]",,"[""natural disaster, disaster relief""]"
disc,,intermediate,"[""Everyday Conversation""]","A flat, thin, round object","[""She inserted the disc into the computer.""]",,"[""compact disc, insert disc""]"
discipline,,intermediate,"[""Everyday Conversation""]","The practice of training people to obey rules or a code of behavior, using punishment to correct disobedience","[""The school enforces strict discipline.""]",,"[""strict discipline, self-discipline""]"
discount,,intermediate,"[""Everyday Conversation""]",A deduction from the usual cost of something,"[""The store offers a discount on all items.""]",,"[""offer a discount, discount price""]"
discover,,intermediate,"[""Everyday Conversation""]",Find (something or someone) unexpectedly or in the course of a search,"[""She discovered a hidden talent for painting.""]",,"[""discover a new species, discover a talent""]"
discovery,,intermediate,"[""Everyday Conversation""]",The action or process of discovering or being discovered,"[""The discovery of the new element was groundbreaking.""]",,"[""scientific discovery, major discovery""]"
discuss,,intermediate,"[""Everyday Conversation""]",Talk about (something) with another person or group of people,"[""They discussed the plan in detail.""]",,"[""discuss in detail, discuss openly""]"
discussion,,intermediate,"[""Everyday Conversation""]",The action or process of talking about something,"[""The discussion lasted for hours.""]",,"[""open discussion, heated discussion""]"
disease,,intermediate,"[""Everyday Conversation""]","A disorder of structure or function in a human, animal, or plant, especially one that produces specific signs or symptoms or that affects a specific location and is not simply a direct result of physical injury","[""He suffers from a rare disease.""]",,"[""infectious disease, chronic disease""]"
disgust,,intermediate,"[""Everyday Conversation""]",A feeling of revulsion or strong disapproval aroused by something unpleasant or offensive,"[""She looked at the trash with disgust.""]",,"[""with disgust, express disgust""]"
disgusted,,intermediate,"[""Everyday Conversation""]",Feeling or expressing revulsion or strong disapproval,"[""He was disgusted by the smell.""]",,"[""disgusted look, disgusted by""]"
disgusting,,intermediate,"[""Everyday Conversation""]",Arousing revulsion or strong indignation,"[""The food was disgusting.""]",,"[""absolutely disgusting, find something disgusting""]"
dish,,intermediate,"[""Everyday Conversation""]","A shallow, typically flat-bottomed container for cooking or serving food","[""She served the pasta in a large dish.""]",,"[""serve in a dish, dish up""]"
dishonest,,intermediate,"[""Everyday Conversation""]",Behaving or prone to behave in an untrustworthy or fraudulent way,"[""He was dishonest about his qualifications.""]",,"[""dishonest behavior, dishonest person""]"
dishonestly,,intermediate,"[""Everyday Conversation""]","In an untrustworthy, deceitful, or fraudulent manner","[""She acted dishonestly in the exam.""]",,"[""act dishonestly, behave dishonestly""]"
disk,,intermediate,"[""Everyday Conversation""]","A flat, thin, round object","[""She saved the file on a disk.""]",,"[""compact disk, magnetic disk""]"
dislike,,intermediate,"[""Everyday Conversation""]",Feel distaste for or hostility towards,"[""She dislikes eating broccoli.""]",,"[""strongly dislike, intense dislike""]"
dismiss,,intermediate,"[""Everyday Conversation""]",Order or allow to leave; send away,"[""The teacher dismissed the class early.""]",,"[""dismiss a case, dismiss from""]"
display,,intermediate,"[""Everyday Conversation""]",Make a prominent exhibition of (something) in a place where it can be easily seen,"[""They displayed their artwork at the gallery.""]",,"[""public display, impressive display""]"
dissolve,,intermediate,"[""Everyday Conversation""]",With reference to a solid) become or cause to become incorporated into a liquid so as to form a solution,"[""The sugar dissolved in the tea.""]",,"[""completely dissolve, dissolve in water""]"
distance,,intermediate,"[""Everyday Conversation""]",An amount of space between two things or people,"[""The distance between the two cities is 200 miles.""]",,"[""long distance, travel distance""]"
distinguish,,intermediate,"[""Everyday Conversation""]",Recognize or treat (someone or something) as different,"[""He can distinguish between different musical notes.""]",,"[""distinguish between, easily distinguish""]"
distribute,,intermediate,"[""Everyday Conversation""]",Give shares of (something); deal out,"[""They distribute food to the homeless.""]",,"[""distribute evenly, distribute among""]"
district,,intermediate,"[""Everyday Conversation""]","An area of a country or city, especially one regarded as a distinct unit because of a particular characteristic","[""He lives in the financial district.""]",,"[""business district, school district""]"
disturb,,intermediate,"[""Everyday Conversation""]","Interrupt the quiet, peace, or order of; unsettle","[""Please do not disturb the meeting.""]",,"[""disturb the peace, disturb someone""]"
disturbing,,intermediate,"[""Everyday Conversation""]",Causing anxiety or uneasiness; upsetting,"[""The news was disturbing.""]",,"[""disturbing news, disturbing trend""]"
divide,,intermediate,"[""Everyday Conversation""]",Separate or be separated into parts,"[""They decided to divide the profits equally.""]",,"[""divide equally, divide into parts""]"
division,,intermediate,"[""Everyday Conversation""]","The action of separating something into parts, or the process of being separated","[""The division of the company into two parts was announced.""]",,"[""equal division, fair division""]"
divorce,,intermediate,"[""Everyday Conversation""]",The legal dissolution of a marriage by a court or other competent body,"[""They finalized their divorce last year.""]",,"[""file for divorce, get a divorce""]"
divorced,,intermediate,"[""Everyday Conversation""]",Legally separated from a spouse through divorce,"[""She is divorced and has two children.""]",,"[""divorced parents, divorced couple""]"
do,,intermediate,"[""Everyday Conversation""]","Perform (an action, the precise nature of which is often unspecified)","[""What do you want to do today?""]",,"[""do the job, do the work""]"
doctor,,intermediate,"[""Everyday Conversation""]",A person who is qualified to treat people who are ill,"[""She visited the doctor for a check-up.""]",,"[""family doctor, medical doctor""]"
document,,intermediate,"[""Everyday Conversation""]","A piece of written, printed, or electronic matter that provides information or evidence or that serves as an official record","[""He signed the document.""]",,"[""official document, legal document""]"
dog,,intermediate,"[""Everyday Conversation""]","A domesticated carnivorous mammal that typically has a long snout, an acute sense of smell, non-retractable claws, and a barking, howling, or whining voice","[""They have a pet dog.""]",,"[""pet dog, guard dog""]"
dollar,,intermediate,"[""Everyday Conversation""]","The basic monetary unit of the US, Canada, Australia, and certain countries in the Pacific, Caribbean, Southeast Asia, Africa, and South America","[""The item costs ten dollars.""]",,"[""US dollar, Canadian dollar""]"
domestic,,intermediate,"[""Everyday Conversation""]",Relating to the running of a home or to family relations,"[""She is a domestic worker.""]",,"[""domestic violence, domestic chores""]"
dominate,,intermediate,"[""Everyday Conversation""]",Have a commanding influence on; exercise control over,"[""One company has dominated the market.""]",,"[""dominate the market, dominate completely""]"
door,,intermediate,"[""Everyday Conversation""]","A hinged, sliding, or revolving barrier at the entrance to a building, room, or vehicle","[""He knocked on the door.""]",,"[""front door, back door""]"
dot,,intermediate,"[""Everyday Conversation""]",A small round mark or spot,"[""She put a dot at the end of the sentence.""]",,"[""dot the i's, connect the dots""]"
double,,intermediate,"[""Everyday Conversation""]","Consisting of two equal, identical, or similar parts or things","[""They ordered a double room.""]",,"[""double check, double room""]"
doubt,,intermediate,"[""Everyday Conversation""]",A feeling of uncertainty or lack of conviction,"[""He had doubts about the plan.""]",,"[""serious doubt, without a doubt""]"
down,,intermediate,"[""Everyday Conversation""]",Towards or in a lower place or position,"[""The sun went down.""]",,"[""sit down, fall down""]"
downstairs,,intermediate,"[""Everyday Conversation""]",Situated downstairs,"[""The kitchen is downstairs.""]",,"[""downstairs bathroom, go downstairs""]"
downward,,intermediate,"[""Everyday Conversation""]",Moving or leading towards a lower place or level,"[""The stock market took a downward turn.""]",,"[""downward spiral, downward trend""]"
downwards,,intermediate,"[""Everyday Conversation""]","Toward a lower place, point, or level","[""She looked downwards at her feet.""]",,"[""look downwards, move downwards""]"
dozen,,intermediate,"[""Everyday Conversation""]",A group or set of twelve,"[""He bought a dozen eggs.""]",,"[""a dozen of, two dozen""]"
draft,,intermediate,"[""Everyday Conversation""]",A preliminary version of a piece of writing,"[""She wrote a draft of the report.""]",,"[""rough draft, first draft""]"
drag,,intermediate,"[""Everyday Conversation""]","Pull (someone or something) along forcefully, roughly, or with difficulty","[""He had to drag the heavy box.""]",,"[""drag along, drag out""]"
drama,,intermediate,"[""Everyday Conversation""]","A play for theater, radio, or television","[""She loves studying drama.""]",,"[""study drama, drama class""]"
dramatic,,intermediate,"[""Everyday Conversation""]",Relating to drama or the performance or study of drama,"[""The movie had a dramatic ending.""]",,"[""dramatic change, dramatic effect""]"
dramatically,,intermediate,"[""Everyday Conversation""]",In a way that relates to drama or the performance or study of drama,"[""The situation changed dramatically.""]",,"[""increase dramatically, fall dramatically""]"
draw,,intermediate,"[""Everyday Conversation""]","Produce (a picture or diagram) by making lines and marks on paper with a pencil, pen, etc.","[""He can draw very well.""]",,"[""draw a picture, draw attention""]"
drawer,,intermediate,"[""Everyday Conversation""]","A boxlike storage compartment without a lid, made to slide horizontally in and out of a desk, chest, or other piece of furniture","[""She keeps her clothes in a drawer.""]",,"[""top drawer, desk drawer""]"
dream,,intermediate,"[""Everyday Conversation""]","A series of thoughts, images, and sensations occurring in a person's mind during sleep","[""She had a strange dream last night.""]",,"[""have a dream, dream about""]"
dress,,intermediate,"[""Everyday Conversation""]",Put on one's clothes,"[""He dressed quickly for work.""]",,"[""dress quickly, dress up""]"
dress up,,intermediate,"[""Everyday Conversation""]",Dress in smart or formal clothes,"[""They dressed up for the party.""]",,"[""dress up for, dress up as""]"
dressed,,intermediate,"[""Everyday Conversation""]",Wearing clothes of a specified kind,"[""She was dressed in a beautiful gown.""]",,"[""dressed in black, well dressed""]"
drink,,intermediate,"[""Everyday Conversation""]",Take (a liquid) into the mouth and swallow,"[""He drank a glass of water.""]",,"[""drink water, drink tea""]"
drive,,intermediate,"[""Everyday Conversation""]",Operate and control the direction and speed of a motor vehicle,"[""She drives to work every day.""]",,"[""drive a car, drive to work""]"
driver,,intermediate,"[""Everyday Conversation""]",A person who drives a vehicle,"[""The driver waited in the car.""]",,"[""bus driver, truck driver""]"
driving,,intermediate,"[""Everyday Conversation""]",The control and operation of a motor vehicle,"[""He is learning about safe driving.""]",,"[""driving test, driving license""]"
drop,,intermediate,"[""Everyday Conversation""]",Let or make (something) fall vertically,"[""She accidentally dropped her phone.""]",,"[""drop a hint, drop the ball""]"
drop out,,intermediate,"[""Everyday Conversation""]",Withdraw from a course or activity,"[""He decided to drop out of school.""]",,"[""drop out of school, drop out of race""]"
drug,,intermediate,"[""Everyday Conversation""]",A medicine or other substance which has a physiological effect when ingested or otherwise introduced into the body,"[""He was prescribed a new drug.""]",,"[""prescription drug, illegal drug""]"
drugstore,,intermediate,"[""Everyday Conversation""]",A pharmacy or a store where medicinal drugs are dispensed and sold,"[""She went to the drugstore to buy some medicine.""]",,"[""local drugstore, chain drugstore""]"
drum,,intermediate,"[""Everyday Conversation""]",A percussion instrument sounded by being struck with sticks or the hands,"[""He played the drum in the band.""]",,"[""bass drum, drum set""]"
drunk,,intermediate,"[""Everyday Conversation""]",Affected by alcohol to the extent of losing control of one's faculties or behavior,"[""He was too drunk to drive.""]",,"[""drunk driving, get drunk""]"
dry,,intermediate,"[""Everyday Conversation""]",Free from moisture or liquid; not wet or moist,"[""The clothes are dry.""]",,"[""dry clothes, dry weather""]"
dry off,,intermediate,"[""Everyday Conversation""]",Make or become dry through wiping or exposure to air,"[""She dried off with a towel.""]",,"[""dry off with a towel, dry off quickly""]"
dry up,,intermediate,"[""Everyday Conversation""]",Lose or cause to lose moisture,"[""The lake dried up during the drought.""]",,"[""dry up completely, dry up fast""]"
due,,intermediate,"[""Everyday Conversation""]",Expected at or planned for at a certain time,"[""The rent is due tomorrow.""]",,"[""payment due, rent due""]"
dull,,intermediate,"[""Everyday Conversation""]",Lacking interest or excitement,"[""The lecture was dull.""]",,"[""dull lecture, dull color""]"
dump,,intermediate,"[""Everyday Conversation""]","Deposit or dispose of (garbage, waste, or unwanted material), typically in a careless or hurried way","[""He dumped the trash in the bin.""]",,"[""dump the waste, dump illegally""]"
during,,intermediate,"[""Everyday Conversation""]",Throughout the course or duration of (a period of time),"[""He stayed at the hotel during his vacation.""]",,"[""during the day, during the trip""]"
