word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
break,/breɪk/,beginner,"[""Everyday Conversation"", ""Food & Dining""]","To separate into pieces as a result of a blow, shock, or strain, or to pause an activity for a short period of time.","[""Be careful with that glass vase, or you might break it."", ""Let's break for lunch and meet back here in an hour.""]","'Break' is an irregular verb (break, broke, broken). As a noun, it often refers to a short rest or pause.","[""take a break"", ""break a habit"", ""break the rules"", ""lunch break""]"
break down,/breɪk daʊn/,intermediate,"[""Travel"", ""Technology""]",To stop functioning correctly (usually a machine or vehicle) or to lose emotional control and start crying.,"[""Our old car broke down on the way to the airport."", ""She broke down in tears when she heard the news.""]",This is a phrasal verb. It can also be used transitively to mean 'to explain or analyze something in smaller parts'.,"[""car breaks down"", ""break down in tears"", ""break down the costs"", ""emotional breakdown""]"
break in,/breɪk ɪn/,intermediate,"[""Everyday Conversation"", ""Travel""]","To enter a building by force, usually to commit a crime; or to wear or use something new until it becomes comfortable.","[""Someone tried to break in through the back window while we were away."", ""I need to break in these new leather boots before our hiking trip.""]","When used as a noun, it is written as one word ('break-in' or 'breakin'). As a phrasal verb, it can be intransitive (e.g., 'thieves broke in') or transitive with an object (e.g., 'to break in new shoes').","[""break in new shoes"", ""attempt to break in"", ""break in a new car"", ""break in on a conversation""]"
break into,/breɪk ˈɪntuː/,intermediate,"[""Everyday Conversation"", ""Work"", ""Travel"", ""Business""]","To enter a building or vehicle by force, usually to steal something; or to successfully start working or being involved in a new career or industry.","[""Someone tried to break into our house while we were on vacation."", ""It took her several years of hard work to break into the film industry.""]","When used in the context of crime, it is an intransitive phrasal verb when used without an object (e.g., 'Burglars broke in'), but requires 'into' when the location is specified (e.g., 'They broke into the car').","[""break into a house"", ""break into an industry"", ""break into tears"", ""break into a smile""]"
break off,/breɪk ɔːf/,intermediate,"[""Everyday Conversation""]","To suddenly stop doing or saying something, or to end a relationship or formal agreement.","[""He broke off in mid-sentence when he realized he was being recorded."", ""The company decided to break off negotiations after the latest proposal was rejected.""]","This phrasal verb is often used in the context of relationships, conversations, or formal agreements. It can also mean to physically separate a piece from a larger whole.","[""break off an engagement"", ""break off diplomatic relations"", ""break off negotiations"", ""break off a piece of chocolate""]"
break out,/breɪk aʊt/,intermediate,"[""Everyday Conversation"", ""Health""]","To start suddenly, especially something dangerous or unpleasant like a war, fire, or disease; also, to escape from a place like a prison.","[""A fire broke out in the basement during the night."", ""The prisoners managed to break out of the facility by cutting through the fence.""]","This is a phrasal verb. When referring to skin conditions or emotions, it is often used as 'break out in' (e.g., break out in a rash).","[""break out of prison"", ""war breaks out"", ""fire breaks out"", ""break out in a rash""]"
break up,/ˌbreɪk ˈʌp/,intermediate,"[""Everyday Conversation""]","To end a romantic relationship, or to separate something into smaller pieces or groups.","[""They decided to break up after dating for three years."", ""The teacher asked the students to break up into groups of four.""]","When referring to a relationship, use 'break up with' followed by the person. It can also describe a poor phone or radio connection when the audio is cutting out.","[""break up with someone"", ""break up a fight"", ""break up into pieces"", ""a bad break up""]"
breakfast,/ˈbrɛkfəst/,beginner,"[""Everyday Conversation"", ""Food & Dining""]","The first meal of the day, typically eaten in the morning after waking up.","[""I usually have eggs and toast for breakfast."", ""What time do you usually eat breakfast?""]","It is often used without an article, such as in the phrases 'have breakfast' or 'at breakfast'.","[""eat breakfast"", ""skip breakfast"", ""breakfast cereal"", ""bed and breakfast""]"
breast,/brest/,intermediate,"[""Everyday Conversation"", ""Food & Dining""]","The front part of the chest in humans and animals, or one of the two milk-producing organs on a woman's chest.","[""The doctor discussed the importance of regular breast exams for early detection."", ""For dinner, we prepared seasoned chicken breast with roasted vegetables.""]","In culinary contexts, it specifically refers to the white meat from the chest of a bird. In medical contexts, it refers to the mammary glands.","[""breast cancer"", ""chicken breast"", ""breast milk"", ""breast pocket""]"
breath,/brɛθ/,beginner,"[""Everyday Conversation""]",The air that you take into your lungs and then let out again when you breathe.,"[""She took a deep breath before jumping into the swimming pool."", ""I was out of breath after running up three flights of stairs.""]",Often confused with the verb 'breathe' (pronounced /briːð/). 'Breath' is the noun and rhymes with 'death'.,"[""take a breath"", ""deep breath"", ""hold your breath"", ""out of breath""]"
breathe,/brið/,beginner,"[""Everyday Conversation""]",To take air into your lungs and send it out again through your nose or mouth.,"[""Take a moment to breathe deeply and relax."", ""The air was so smoky that it was hard to breathe.""]",Commonly confused with the noun 'breath' (pronounced /brɛθ/). 'Breathe' is the verb and has a long 'e' sound.,"[""breathe deeply"", ""breathe in"", ""breathe out"", ""breathe a sigh of relief""]"
breathe in,/briːð ɪn/,beginner,"[""Everyday Conversation""]",To pull air into your lungs through your nose or mouth.,"[""Take a moment to breathe in the fresh mountain air."", ""The doctor asked me to breathe in deeply while she listened to my heart.""]",This is a phrasal verb. The formal synonym is 'inhale'.,"[""breathe in deeply"", ""breathe in through your nose"", ""breathe in fresh air"", ""breathe in and out""]"
breathe out,/brið aʊt/,beginner,"[""Everyday Conversation""]",To release air from your lungs through your mouth or nose.,"[""Take a deep breath in, hold it for a second, and then slowly breathe out."", ""She breathed out a long sigh of relief when she heard the good news.""]","This is a common phrasal verb. In more formal or medical contexts, the word 'exhale' is often used instead.","[""breathe out slowly"", ""breathe out a sigh"", ""breathe in and out"", ""breathe out through your nose""]"
breathing,/brið/,beginner,"[""Everyday Conversation""]",To take air into your lungs and send it out again through your nose or mouth.,"[""You should try to breathe deeply to help yourself relax."", ""It was so smoky in the room that it became difficult to breathe.""]",The verb 'breathe' (with an 'e') is often confused with the noun 'breath' (without an 'e'). 'Breathe' has a long 'e' sound like 'see'.,"[""breathe deeply"", ""breathe in"", ""breathe out"", ""struggle to breathe""]"
breed,/briːd/,intermediate,"[""Everyday Conversation"", ""Nature""]","To keep animals for the purpose of producing young, or a specific type of animal within a species that has been developed by humans.","[""The farmer decided to breed his best sheep to improve the wool quality."", ""Golden Retrievers are a popular breed of dog known for their friendly nature.""]","It can be used as a verb (to reproduce) or a noun (a type of animal). Figuratively, it can mean to cause or produce something, such as 'familiarity breeds contempt'.","[""rare breed"", ""purebred"", ""breed of dog"", ""selective breeding""]"
brick,/brɪk/,beginner,"[""Everyday Conversation""]","A rectangular block made of baked clay or similar material, used for building walls and other structures.","[""The old factory was built entirely of red brick."", ""He carefully laid each brick to build the garden wall.""]","It is usually a countable noun when referring to individual blocks, but can be uncountable when referring to the material itself.","[""brick wall"", ""red brick"", ""lay bricks"", ""brick by brick""]"
bridge,/brɪdʒ/,beginner,"[""Everyday Conversation"", ""Travel"", ""Nature""]","A structure built over a river, road, or railway to allow people and vehicles to cross from one side to the other.","[""The cars drove slowly across the narrow stone bridge."", ""They are building a new bridge to connect the two islands.""]","It can be used literally for physical structures or figuratively, such as 'bridging the gap' between two different ideas or groups.","[""cross a bridge"", ""suspension bridge"", ""bridge the gap"", ""footbridge""]"
brief,/brif/,beginner,"[""Everyday Conversation""]","Lasting for only a short period of time, or using few words to explain something.","[""The meeting was very brief, lasting only ten minutes."", ""Please give me a brief summary of the report.""]","It can be used as an adjective to mean 'short', or as a verb meaning 'to give someone instructions or information'.","[""brief summary"", ""brief moment"", ""brief explanation"", ""brief visit""]"
briefly,/ˈbriːfli/,intermediate,"[""Everyday Conversation""]","For a short period of time, or using only a few words to explain something.","[""We stopped briefly in London on our way to Paris."", ""She explained the situation briefly before the meeting started.""]",It can describe both the duration of an event and the conciseness of speech or writing.,"[""speak briefly"", ""pause briefly"", ""mention briefly"", ""stop briefly""]"
bright,/braɪt/,beginner,"[""Everyday Conversation"", ""Academic""]","Giving out or reflecting a lot of light, or describing someone who is intelligent and quick to learn.","[""The sun was so bright that I had to wear sunglasses."", ""She is a very bright student who always asks interesting questions.""]",This word is commonly used to describe both physical light and mental intelligence.,"[""bright light"", ""bright colors"", ""bright future"", ""bright idea""]"
brightly,/ˈbraɪtli/,beginner,"[""Everyday Conversation""]","In a way that produces a lot of light or has strong, vivid colors.","[""The sun was shining brightly through the bedroom window."", ""The children were dressed in brightly colored clothes for the parade.""]","This is an adverb commonly used to describe how something shines, how a room is lit, or how someone smiles.","[""shine brightly"", ""brightly colored"", ""smile brightly"", ""lit brightly""]"
brilliant,/ˈbrɪljənt/,beginner,"[""Everyday Conversation"", ""Work"", ""Arts & Culture""]","Exceptionally clever, talented, or impressive; it can also describe something very bright.","[""She came up with a brilliant solution to the problem."", ""The fireworks lit up the sky with brilliant colors.""]","In British English, 'brilliant' is very commonly used in informal speech to mean 'great' or 'wonderful' (e.g., 'That's a brilliant idea!').","[""brilliant idea"", ""brilliant mind"", ""brilliant career"", ""brilliant performance""]"
bring,/brɪŋ/,beginner,"[""Everyday Conversation""]",To take or carry someone or something to a place or person.,"[""Please bring your books to class tomorrow."", ""Can you bring me a glass of water?""]","This is an irregular verb (bring, brought, brought). It usually implies movement toward the speaker or the place where the speaker is.","[""bring about"", ""bring back"", ""bring along"", ""bring up [idiom]""]"
bring back,/brɪŋ bæk/,intermediate,"[""Everyday Conversation""]","To return something to its original place, or to cause someone to remember something from the past.","[""Could you bring back the library books tomorrow?"", ""That old song always brings back happy memories of my childhood.""]",This is a separable phrasal verb; you can say 'bring back the book' or 'bring the book back'.,"[""bring back memories"", ""bring back a trend"", ""bring back a law"", ""bring back a souvenir""]"
bring down,/brɪŋ daʊn/,intermediate,"[""Everyday Conversation"", ""Business""]","To cause someone or something to lose power, to reduce the amount or level of something, or to make someone feel unhappy.","[""The scandal eventually brought down the entire government."", ""The store decided to bring down the prices of all winter coats.""]",This is a separable phrasal verb. You can say 'bring down the prices' or 'bring the prices down'.,"[""bring down prices"", ""bring down a government"", ""bring down the house"", ""bring down the cost""]"
bring forward,/brɪŋ ˈfɔːrwərd/,intermediate,"[""Everyday Conversation"", ""Work""]",To change the date or time of a scheduled event so that it happens earlier than originally planned.,"[""The meeting has been brought forward from Friday to Wednesday."", ""They decided to bring the deadline forward by two weeks to ensure everything was ready.""]",This is a separable phrasal verb. You can say 'bring forward the meeting' or 'bring the meeting forward'. It is commonly used in professional and scheduling contexts.,"[""bring forward a meeting"", ""bring forward a deadline"", ""bring forward a date"", ""bring forward a proposal""]"
bring out,/brɪŋ aʊt/,intermediate,"[""Business""]","To make a particular quality or detail more noticeable, or to produce and launch a new product for sale.","[""The bright blue shirt really brings out the color of your eyes."", ""The company is planning to bring out a new smartphone model next month.""]","This is a separable phrasal verb, meaning you can put the object between 'bring' and 'out' (e.g., 'bring it out').","[""bring out the best in someone"", ""bring out a new product"", ""bring out the flavor"", ""bring out the truth""]"
bring up,/brɪŋ ʌp/,intermediate,"[""Everyday Conversation""]","To mention a subject or start a discussion about something, or to care for a child until they are an adult.","[""I didn't want to bring up the budget during the meeting."", ""He was brought up in a small village in the countryside.""]","This is a separable phrasal verb. When referring to raising children, it is frequently used in the passive voice (e.g., 'I was brought up').","[""bring up a topic"", ""bring up a child"", ""bring up an issue"", ""bring up memories""]"
broad,/brɔːd/,intermediate,"[""Everyday Conversation""]",Having a large distance from one side to the other; wide. It can also describe something that is general and covers many things without focusing on small details.,"[""The river is very broad at this point, making it difficult to swim across."", ""The government has broad support from the public for these new changes.""]","It is frequently used both for physical width and for abstract concepts like range, scope, or categories.","[""broad range"", ""broad smile"", ""broad daylight"", ""broad shoulders""]"
broadcast,/ˈbrɔːdˌkæst/,intermediate,"[""Everyday Conversation"", ""News & Media"", ""Technology""]","To send out programs, information, or signals by radio, television, or the internet to a wide audience.","[""The news will be broadcast live at six o'clock this evening."", ""The radio station broadcasts classical music 24 hours a day.""]","The past tense and past participle can be either 'broadcast' or 'broadcasted', though 'broadcast' is more common in formal writing.","[""live broadcast"", ""radio broadcast"", ""broadcast news"", ""public broadcast""]"
broadly,/ˈbrɔːdli/,intermediate,"[""Everyday Conversation""]","In a general way, without focusing on specific details or small differences.","[""Broadly speaking, the new law has been well-received by the public."", ""The two software programs are broadly similar in how they function.""]",Frequently used in the phrase 'broadly speaking' to indicate that a statement is a generalization.,"[""broadly speaking"", ""broadly similar"", ""broadly defined"", ""broadly consistent""]"
broken,/ˈbroʊkən/,beginner,"[""Health""]","Damaged and no longer in one piece, or not functioning correctly.","[""The window is broken and needs to be replaced."", ""My computer is broken, so I have to use the one in the library.""]","Often used to describe physical objects, but can also describe abstract concepts like a 'broken promise' or a 'broken heart'.","[""broken heart"", ""broken glass"", ""broken promise"", ""broken bone""]"
brother,/ˈbrʌðər/,beginner,"[""Everyday Conversation""]",A male person who has the same parents as another person.,"[""My older brother is a doctor."", ""He has two brothers and one sister.""]",The word can also be used informally to refer to a close male friend or a member of the same group or religion.,"[""older brother"", ""younger brother"", ""big brother"", ""little brother""]"
brown,/braʊn/,beginner,"[""Everyday Conversation"", ""Food & Dining"", ""Nature""]","A dark color like the shade of earth, wood, or coffee.","[""The leaves turn brown in the autumn."", ""She has long, dark brown hair.""]",It can be used as an adjective to describe color or as a verb meaning to cook food until it turns brown.,"[""dark brown"", ""light brown"", ""golden brown"", ""brown sugar""]"
brush,/brʌʃ/,beginner,"[""Everyday Conversation""]","A tool with bristles used for cleaning, grooming hair, or applying paint; it also refers to the act of using such a tool.","[""I need to buy a new brush for my hair."", ""You should brush your teeth at least twice a day.""]",It can be used as both a noun (the object) and a verb (the action). The phrasal verb 'brush up on' means to practice or improve a skill you have forgotten.,"[""brush your teeth"", ""hair brush"", ""paint brush"", ""brush aside""]"
bubble,/ˈbʌbəl/,beginner,"[""Sports"", ""Business""]","A thin ball of liquid containing air or gas, or a situation where someone is isolated from outside influences or reality.","[""The children were blowing soap bubbles in the backyard."", ""He lives in a social media bubble and rarely hears opposing viewpoints.""]","Can be used as a noun or a verb. Metaphorically, 'bursting someone's bubble' means to destroy their illusion or happy dream.","[""soap bubble"", ""bubble bath"", ""burst a bubble"", ""economic bubble""]"
budget,/ˈbʌdʒɪt/,intermediate,"[""Everyday Conversation"", ""Business""]","A plan that shows how much money you have and how you will spend it over a period of time, or the total amount of money available for a specific purpose.","[""The company has a very tight budget for marketing this year."", ""We need to learn how to budget our monthly expenses more effectively.""]","It can be used as a noun (a plan), a verb (to plan spending), or an adjective meaning 'low-cost' or 'cheap'.","[""on a budget"", ""tight budget"", ""annual budget"", ""budget cuts""]"
build,/bɪld/,beginner,"[""Everyday Conversation"", ""Work"", ""Technology""]","To create something by putting parts together, especially a structure like a house or a system.","[""They plan to build a new library in the city center."", ""It takes time to build a strong relationship with your colleagues.""]","Often used metaphorically for abstract things like trust, reputation, or a career.","[""build a house"", ""build trust"", ""build a career"", ""build a website""]"
build up,/ˌbɪld ˈʌp/,intermediate,"[""Everyday Conversation""]","To gradually increase in amount, size, or strength over a period of time.","[""You need to build up your strength after being sick for so long."", ""Traffic usually starts to build up around 5:00 PM.""]","This is a phrasal verb that can be separable (e.g., 'build it up'). It is often used for abstract things like confidence or physical things like speed.","[""build up confidence"", ""build up speed"", ""build up a reputation"", ""build up resistance""]"
building,/ˈbɪldɪŋ/,beginner,"[""Everyday Conversation"", ""Work"", ""Academic""]","A structure with a roof and walls, such as a house, school, or office, where people live, work, or stay.","[""The tallest building in the city is the new office tower."", ""They are constructing a new apartment building on our street.""]",It can refer to the physical structure (noun) or the process of constructing something (gerund).,"[""office building"", ""apartment building"", ""tall building"", ""historic building""]"
bullet,/ˈbʊlɪt/,intermediate,"[""Everyday Conversation""]",A small metal projectile that is fired from a gun or other firearm.,"[""The detective found a spent bullet casing near the window."", ""He decided to bite the bullet and tell his boss the truth about the mistake.""]","In business and writing, it also refers to a small symbol used to introduce items in a list (a bullet point).","[""silver bullet"", ""stray bullet"", ""bullet point"", ""bullet-proof vest""]"
bunch,/bʌntʃ/,beginner,"[""Everyday Conversation""]","A number of things of the same type fastened, growing, or grouped together, or an informal group of people.","[""She bought a beautiful bunch of bananas at the market."", ""A bunch of my friends are meeting up for dinner tonight.""]","In casual English, 'a bunch of' is often used to mean 'many' or 'a lot of' with both countable nouns (a bunch of people) and sometimes uncountable nouns (a bunch of stuff).","[""a bunch of flowers"", ""a bunch of grapes"", ""a bunch of keys"", ""a whole bunch""]"
burn,/bɜːrn/,beginner,"[""Everyday Conversation""]","To produce flames or heat, or to be damaged or destroyed by fire or extreme heat.","[""Be careful not to burn yourself on the hot stove."", ""The wood was dry enough to burn easily in the fireplace.""]","In British English, the past tense and past participle can be 'burnt' or 'burned', whereas American English usually uses 'burned'.","[""burn calories"", ""burn down"", ""burn out"", ""burn a CD""]"
burn down,/bɜrn daʊn/,intermediate,"[""Everyday Conversation""]","To destroy something, usually a building or structure, completely by fire.","[""The old barn burned down during the thunderstorm last night."", ""They decided to burn down the dilapidated shed to clear the land.""]",This is a phrasal verb. It is often used in the past tense ('burned down' or 'burnt down').,"[""burn down a house"", ""burn down a building"", ""burn down to the ground"", ""threaten to burn down""]"
burnt,/bɜːrn/,beginner,"[""Nature"", ""Everyday Conversation""]","To be on fire, or to damage, destroy, or injure something by fire, heat, or acid.","[""Be careful not to burn the toast while you are making breakfast."", ""The sun can burn your skin very quickly if you do not wear sunscreen.""]","In American English, 'burned' is the standard past tense form, while 'burnt' is often used as an adjective. In British English, 'burnt' is commonly used as both the past tense and the adjective.","[""burn down"", ""burn out"", ""burn calories"", ""sun burn""]"
burst,/bɜrst/,intermediate,"[""Everyday Conversation""]","To break open or apart suddenly and violently, or to move or start doing something with a lot of energy.","[""The balloon burst when it hit the prickly cactus."", ""He burst into the room to share the exciting news.""]",The past tense and past participle of 'burst' is also 'burst'. Avoid saying 'bursted'.,"[""burst into tears"", ""burst into flames"", ""burst out laughing"", ""a burst of energy""]"
burst into,/bɜrst ˈɪntu/,intermediate,"[""Arts & Culture"", ""Everyday Conversation""]","To suddenly start doing something, such as crying, laughing, or singing, or to suddenly enter a place with force or energy.","[""The audience burst into applause as soon as the performance ended."", ""She burst into the room to tell us the exciting news.""]","Commonly used with nouns like 'tears', 'laughter', or 'flames' to describe a sudden change in state.","[""burst into tears"", ""burst into laughter"", ""burst into flames"", ""burst into song""]"
burst out,/bɝːst aʊt/,intermediate,"[""Everyday Conversation""]","To suddenly start doing something, such as laughing or crying, or to suddenly say something or move out of a place.","[""Everyone in the room burst out laughing after he told the joke."", ""She burst out of the house and ran down the street.""]","When used to mean starting an action, it is almost always followed by a verb ending in -ing (e.g., 'burst out crying').","[""burst out laughing"", ""burst out crying"", ""burst out singing"", ""burst out of the room""]"
bury,/ˈberi/,intermediate,"[""Nature"", ""Everyday Conversation""]","To put something into the ground and cover it with earth, or to hide something deep inside or under something else.","[""The dog likes to bury its bones in the backyard."", ""She tried to bury her feelings and pretend that nothing was wrong.""]","The pronunciation of 'bury' is identical to the word 'berry'. It is frequently used figuratively, such as 'burying the hatchet' (making peace).","[""bury the hatchet"", ""bury a treasure"", ""bury one's head in the sand"", ""bury a secret""]"
bus,/bʌs/,beginner,"[""Everyday Conversation"", ""Travel""]","A large motor vehicle designed to carry many passengers, usually following a fixed route and schedule.","[""I take the bus to work every morning."", ""The school bus stops right in front of our house.""]","In American English, 'bus' can also be a verb meaning to clear dirty dishes from a table in a restaurant.","[""catch a bus"", ""bus stop"", ""bus driver"", ""miss the bus""]"
bush,/bʊʃ/,beginner,"[""Everyday Conversation"", ""Nature""]",A plant that is smaller than a tree and has many branches growing close to the ground.,"[""The rabbit quickly hid behind a thick green bush."", ""She spent the morning trimming the rose bushes in the garden.""]","In some countries like Australia or South Africa, 'the bush' refers to wild, uncultivated land far from towns.","[""rose bush"", ""thick bush"", ""trim the bushes"", ""beat around the bush""]"
business,/ˈbɪznəs/,beginner,"[""Everyday Conversation"", ""Business""]","The activity of making, buying, or selling goods or providing services in exchange for money, or a specific organization that does this.","[""She decided to start her own business after working in the industry for ten years."", ""Our main goal is to do business with international partners.""]","The word 'business' is uncountable when referring to general commercial activity (e.g., 'Business is good'). It is countable when referring to a specific company (e.g., 'They own three local businesses').","[""start a business"", ""run a business"", ""business partner"", ""go out of business""]"
businessman,/ˈbɪznəsmæn/,beginner,"[""Everyday Conversation"", ""Business""]","A man who works in business, especially one who has an important position in a company or owns a business.","[""He is a successful businessman who owns several restaurants in the city."", ""The young businessman traveled to Tokyo to negotiate a new contract.""]","While 'businessman' is widely used, the gender-neutral term 'businessperson' (or 'businesspeople' in the plural) is often preferred in modern professional contexts to be inclusive.","[""successful businessman"", ""local businessman"", ""prominent businessman"", ""shrewd businessman""]"
busy,/ˈbɪzi/,beginner,"[""Everyday Conversation"", ""Work""]","Actively doing something, having a lot of work or tasks to do, or being full of activity.","[""I am too busy with my homework to go to the movies tonight."", ""The streets are always very busy during the morning rush hour.""]","Commonly followed by the pattern 'busy + -ing verb' (e.g., 'busy preparing dinner') or 'busy with + noun' (e.g., 'busy with work').","[""busy schedule"", ""busy day"", ""keep busy"", ""get busy""]"
but,/bʌt/,beginner,"[""Everyday Conversation""]",Used to introduce a statement that contrasts with or contradicts what has just been said.,"[""I want to go to the party, but I am too tired."", ""She studied hard but didn't pass the exam.""]","Avoid starting too many sentences with 'but' in formal writing; instead, use transition words like 'however' or 'nevertheless'.","[""but also"", ""last but not least"", ""nothing but"", ""slowly but surely""]"
butter,/ˈbʌtər/,beginner,"[""Food & Dining"", ""Everyday Conversation""]","A pale yellow fatty food made by churning cream, used as a spread on bread and in cooking or baking.","[""She spread some butter on her hot toast."", ""Melt two tablespoons of butter in the pan before adding the onions.""]","'Butter' is usually an uncountable noun when referring to the food. As a verb, it means to spread butter on something or, in the idiom 'butter someone up', to flatter someone.","[""melt butter"", ""spread butter"", ""unsalted butter"", ""butter toast""]"
button,/ˈbʌt.n/,beginner,"[""Everyday Conversation"", ""Technology"", ""Work"", ""News & Media""]","A small, usually round object used to fasten clothes, or a part of a machine or device that you press to make it work.","[""He pressed the button to call the elevator."", ""I need to sew a button back onto my shirt.""]","As a verb, 'to button' means to fasten something. 'Button up' is a common phrasal verb used for clothing.","[""push a button"", ""press a button"", ""sew a button"", ""button up""]"
buy,/baɪ/,beginner,"[""Everyday Conversation"", ""Technology"", ""Business""]",To obtain something by paying money for it.,"[""I need to buy some groceries on my way home."", ""He decided to buy a new laptop for school.""]","This is an irregular verb: buy, bought, bought. It is often followed by 'for' when mentioning the price (e.g., 'I bought it for ten dollars').","[""buy a house"", ""buy groceries"", ""buy online"", ""buy a gift""]"
buyer,/ˈbaɪər/,beginner,"[""Everyday Conversation"", ""Business""]","A person who purchases something or is looking to purchase something, such as a product, service, or property.","[""The real estate agent found a buyer for the house within a week."", ""As a smart buyer, she always reads product reviews before spending her money.""]","In a business context, a 'buyer' can also be a professional job title for someone who selects and purchases goods for a retail store.","[""potential buyer"", ""first-time buyer"", ""buyer's market"", ""prospective buyer""]"
by,/baɪ/,beginner,"[""Everyday Conversation"", ""Work"", ""Academic""]","A preposition used to indicate the person or thing that performs an action, the method used to do something, or a deadline for an event.","[""The book was written by a famous author."", ""Please submit your report by Friday.""]",Used frequently to show agency in passive voice sentences or to specify a time limit.,"[""by accident"", ""by far"", ""by hand"", ""by the way [idiom]""]"
bye,/baɪ/,beginner,"[""Everyday Conversation""]","A common, informal way to say goodbye when leaving someone or ending a conversation.","[""Bye! See you tomorrow at school."", ""I have to go now, so bye for now!""]","It is a shortened, informal version of 'goodbye' used frequently in casual speech and text messages.","[""bye-bye"", ""say bye"", ""wave bye"", ""bye for now""]"
cabinet,/ˈkæb.ɪ.nət/,intermediate,"[""Work"", ""Food & Dining""]","A piece of furniture with shelves or drawers used for storing things, or a group of senior government officials who advise a leader.","[""Please put the clean dishes away in the kitchen cabinet."", ""The president met with his cabinet to discuss the new economic policy.""]","In a political context, the word is often capitalized (the Cabinet) when referring to a specific government body.","[""kitchen cabinet"", ""filing cabinet"", ""cabinet member"", ""cabinet meeting""]"
cable,/ˈkeɪbəl/,beginner,"[""Technology"", ""News & Media""]","A strong, thick wire or bundle of wires used for carrying electricity, electronic signals, or for supporting heavy structures.","[""I need a longer cable to connect my laptop to the television."", ""The bridge is held up by massive steel cables.""]","In modern contexts, 'cable' often refers to television service ('cable TV') or charging cords (e.g., 'USB cable'). It can also be used as a verb meaning to send a message or equip with cables.","[""power cable"", ""charging cable"", ""cable television"", ""fiber-optic cable""]"
cake,/keɪk/,beginner,"[""Everyday Conversation"", ""Food & Dining""]","A sweet baked food made from a mixture of flour, sugar, eggs, and butter or oil, often decorated with frosting.","[""We baked a chocolate cake for my sister's birthday party."", ""Would you like a slice of cake with your cup of tea?""]","Countable when referring to a whole cake or individual portions, but uncountable when referring to the food substance in general (e.g., 'Do you want some cake?').","[""birthday cake"", ""slice of cake"", ""bake a cake"", ""chocolate cake""]"
calculate,/ˈkælkjəˌleɪt/,intermediate,"[""Everyday Conversation"", ""Business""]",To find an answer or amount by using mathematical processes or logic.,"[""We need to calculate the total cost of the trip before we book anything."", ""The computer can calculate complex equations in a fraction of a second.""]",Commonly followed by a direct object or a 'that' clause. It can also imply making a careful judgment about a situation.,"[""calculate the cost"", ""calculate the risk"", ""calculate the distance"", ""calculate the percentage""]"
calculation,/ˌkælkjuˈleɪʃən/,intermediate,"[""Everyday Conversation""]","The process of using numbers to find an amount or result, or the result itself.","[""The engineer made a quick calculation to determine the bridge's weight limit."", ""According to my calculations, we should arrive at the destination by noon.""]","Commonly used in technical contexts, but can also describe a cold, deliberate plan to achieve a goal.","[""perform a calculation"", ""accurate calculation"", ""mathematical calculation"", ""rough calculation""]"
call,/kɔːl/,beginner,"[""Everyday Conversation"", ""Work"", ""Technology""]","To contact someone by telephone, to speak out loud to get someone's attention, or to give a specific name to someone or something.","[""I will call you as soon as I arrive at the station."", ""They decided to call their new dog Buster.""]","Can be used as both a verb and a noun. In British English, people often say 'ring' or 'phone' instead of 'call'.","[""make a phone call"", ""call back"", ""call for help"", ""call a meeting""]"
call back,/ˈkɔːl ˌbæk/,beginner,"[""Everyday Conversation""]","To return a telephone call to someone, or to return to a place to see someone again.","[""I'm in a meeting right now, so I will call you back in an hour."", ""The doctor's office said they would call back with my test results tomorrow.""]","This is a separable phrasal verb. If you use a pronoun (like 'me', 'him', 'her', 'it', 'them', 'us'), it must go between 'call' and 'back' (e.g., 'call me back', not 'call back me').","[""call someone right back"", ""promise to call back"", ""call back later"", ""try calling back""]"
call for,/kɔːl fɔːr/,intermediate,"[""Everyday Conversation"", ""Work""]","To publicly demand that something should happen, or to require a particular action, quality, or ingredient.","[""The protesters are calling for a change in the law."", ""This difficult situation calls for a lot of patience.""]","This is a phrasal verb. When it means 'to require,' it is often used with abstract nouns like 'action' or 'patience.'","[""call for action"", ""call for change"", ""call for a meeting"", ""call for calm""]"
call off,/kɔːl ɑːf/,intermediate,"[""Work"", ""Everyday Conversation""]",To cancel something that was previously planned or scheduled.,"[""They had to call off the outdoor concert because of the heavy rain."", ""The manager decided to call off the meeting since several key team members were sick.""]","This is a separable phrasal verb. If you use a pronoun like 'it' or 'them', it must go between 'call' and 'off' (e.g., 'call it off', not 'call off it').","[""call off a meeting"", ""call off the wedding"", ""call off the search"", ""call off an event""]"
call up,/kɔːl ʌp/,intermediate,"[""Everyday Conversation"", ""Sports"", ""Technology""]","To make a phone call to someone, or to officially select someone to join a military service or a sports team.","[""I'll call up the restaurant to see if they have any tables available for tonight."", ""He was thrilled when he was finally called up to play for the national soccer team.""]","This is a phrasal verb. It is separable, meaning you can put the object in the middle (e.g., 'call him up' or 'call up my friend'). When using a pronoun, it must go in the middle ('call them up', not 'call up them').","[""call up a friend"", ""get called up"", ""call up a reserve"", ""call up the past""]"
called,/kɔːl/,beginner,"[""Everyday Conversation"", ""Technology""]","To give a name to someone or something, or to contact someone by telephone.","[""They decided to call their new dog Max."", ""Please call me when you arrive at the station.""]","The word 'called' is the past tense and past participle of 'call'. It is very commonly used as an adjective meaning 'having the name of' (e.g., 'a man called John').","[""call back"", ""call for help"", ""make a phone call"", ""be called""]"
